"first.author","title","species","sex","age","lat","lon","study.location","study.date","tag.type","tag.mass","body.mass","forearm","body.mass.recap","date.retrieval","time.retieval","duration","landscape","emergence.firstnight","emergence.secondnight","em.both","flight.duration.firstnight","flight.duration.secondnight","fd.both","travelled.distance.firstnight","max.distance.roost.firstnight","travelled.distance.secondnight","max.distance.roost.secondnight","repository","ID.bat.tag","comment","scheduled_timeinterval_s","body.condition","rel.tag.mass","type"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2020-07-23,"ATLAS, TAU",1.3,30,57.1,NA,"","",NA,"farmland",54,36,54,30,11,30,8,4.6,4,1.2,"movebank, 1285310555","2359","",8,0.525394045534151,4.33333333333333,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2020-07-23,"ATLAS, TAU",1.3,32.5,54.8,NA,"","",NA,"farmland",30,NA,30,37,NA,37,6,1.3,NA,NA,"movebank, 1285310558","2367","",8,0.593065693430657,4,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2020-07-23,"ATLAS, TAU",1.3,33,57.5,NA,"","",NA,"farmland",30,NA,30,37,NA,37,11,4.5,NA,NA,"movebank, 1285310561","2372","",8,0.573913043478261,3.93939393939394,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,32.5,55.5,NA,"","",NA,"farmland",17,NA,17,58,NA,58,12,2.5,NA,NA,"movebank, 1285310497","2026","",8,0.585585585585586,4.15384615384615,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,35,55,NA,"","",NA,"farmland",21,18,21,90,28,90,17,2.8,7,4.8,"movebank, 1285310498","2027","",8,0.636363636363636,3.85714285714286,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,32,54.3,NA,"","",NA,"farmland",19,21,19,50,16,50,12,3.1,6,2.9,"movebank, 1285310499","2032","",8,0.589318600368324,4.21875,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,33,55.7,NA,"","",NA,"farmland",13,20,13,121,28,121,31,5.4,8,2.5,"movebank, 1285310500","2036","",8,0.59245960502693,4.09090909090909,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,31.5,55.5,NA,"","",NA,"farmland",17,NA,17,37,NA,37,8,2.8,NA,NA,"movebank, 1285310501","2040","",8,0.567567567567568,4.28571428571429,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,34.5,53.4,NA,"","",NA,"farmland",30,42,30,59,60,59,11,3.1,10,2.6,"movebank, 1285310502","2042","",8,0.646067415730337,3.91304347826087,"< 5 %"
"Roeleke","Insectivorous bats form mobile sensory networks to optimize prey localization:","Nyctalus noctula","female","adult",53.348847,13.777486,"Dedelow Uckermark",2018-05-12,"ATLAS, TAU",1.35,34,56.3,NA,"","",NA,"farmland",17,NA,17,75,NA,75,15,3.9,NA,NA,"movebank, 1285310503","2044","",8,0.603907637655417,3.97058823529412,"< 5 %"
"Reusch","unpublished","Nyctalus noctula","female","subadult",52.441123,11.192462,"Calvoerde Saxony-Anhalt",2019-07-26,"nanoFix GPS Pathtrack",1.55,26.9,55.9,26.6,"","",6,"farmland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not uploaded yet","A131623/21337","not published",60,0.481216457960644,5.76208178438662,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.1,30.4,53.9,29.1,"","",7,"forest",10.61666667,NA,10.61666667,NA,NA,NA,NA,2.60343,NA,NA,"not uploaded yet","A157085/21527","published soon",60,0.564007421150278,6.90789473684211,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9531384,14.0071972,"Spreewald near Luebben",2019-08-12,"nanoFix GPS Pathtrack",2.1,36.7,53,31.6,"","",7,"forest",71.5,NA,71.5,NA,NA,NA,NA,2.54904,NA,NA,"not uploaded yet","A160822/21593","published soon",60,0.692452830188679,5.72207084468665,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.977371,14.085834,"Spreewald near Luebben",2020-05-25,"nanoFix GPS Pathtrack",2.1,27.4,53.9,27,"","",8,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not uploaded yet","A165458/21527","published soon",60,0.50834879406308,7.66423357664234,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.983806,14.129301,"Spreewald near Luebben",2020-06-09,"nanoFix GPS Pathtrack",2.1,24.5,52.4,24,"","",6,"forest",NA,7.683333333,8,NA,NA,NA,NA,NA,NA,7.07695,"not uploaded yet","A165479/21606","published soon",60,0.467557251908397,8.57142857142857,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","subadult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.17,26.1,52.4,24.7,"","",10,"forest",NA,26.88333333,27,NA,NA,NA,NA,NA,NA,1.75053,"not uploaded yet","A167581/21519","published soon",60,0.498091603053435,8.31417624521073,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9649002,13.9545971,"Spreewald near Luebben",2019-06-04,"nanoFix GPS Pathtrack",2.2,28.2,53.9,NA,"","",4,"forest",15.46666667,23.43333333,15.46666667,NA,NA,NA,NA,6.80955,NA,6.66322,"not uploaded yet","A156114/21551","",60,0.523191094619666,7.80141843971631,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9556245,13.9496216,"Spreewald near Luebben",2019-06-04,"nanoFix GPS Pathtrack",2.2,29.1,52.85,NA,"","",2,"forest",7.5,-18.46666667,7.5,NA,NA,NA,NA,0.71618,NA,1.71835,"not uploaded yet","A148302/21626","",60,0.550614947965941,7.56013745704467,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9691627,13.9400545,"Spreewald near Luebben",2019-06-04,"nanoFix GPS Pathtrack",2.2,28,53.1,26.05,"","",9,"forest",2.316666667,13.31666667,2.316666667,NA,NA,NA,NA,4.11208,NA,4.58692,"not uploaded yet","A156116/21624","published soon",60,0.527306967984934,7.85714285714286,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.2,32.2,52.6,NA,"","",14,"forest",14.61666667,NA,14.61666667,NA,NA,NA,NA,4.77612,NA,NA,"not uploaded yet","A157084/21529","",60,0.612167300380228,6.83229813664596,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.2,26.5,53.3,25.6,"","",2,"forest",11.6,70.26666667,11.6,NA,NA,NA,NA,8.93506,NA,7.6094,"not uploaded yet","A157086/21551","published soon",60,0.49718574108818,8.30188679245283,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.2,31.3,53.3,29.8,"","",4,"forest",10.46666667,12.18333333,10.46666667,NA,NA,NA,NA,5.62975,NA,2.14272,"not uploaded yet","A144187/21624","published soon",60,0.587242026266417,7.02875399361022,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-02,"nanoFix GPS Pathtrack",2.2,25.2,52.6,25.9,"","",3,"forest",NA,-1.95,-2,NA,NA,NA,NA,NA,NA,2.7082,"not uploaded yet","A165462/21529","published soon",60,0.479087452471483,8.73015873015873,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.2,25.1,53.6,24.4,"","",4,"forest",NA,53.18333333,54,NA,NA,NA,NA,NA,NA,2.66765,"not uploaded yet","A165471/21551","published soon",60,0.468283582089552,8.76494023904383,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.2,27.9,53.8,26.3,"","",3,"forest",NA,41.1,41,NA,NA,NA,NA,NA,NA,8.84074,"not uploaded yet","A165474/21562","published soon",60,0.518587360594795,7.88530465949821,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994164,14.097129,"Spreewald near Luebben",2020-06-08,"nanoFix GPS Pathtrack",2.2,27.5,53.7,28,"","",3,"forest",NA,4.25,4,NA,NA,NA,NA,NA,NA,1.99317,"not uploaded yet","A165475/21626","published soon",60,0.512104283054004,8,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.983806,14.129301,"Spreewald near Luebben",2020-06-09,"nanoFix GPS Pathtrack",2.2,26.5,52.2,NA,"","",8,"forest",NA,16.76666667,17,NA,NA,NA,NA,NA,NA,1.53547,"not uploaded yet","A165478/21519","",60,0.507662835249042,8.30188679245283,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.968295,14.099954,"Spreewald near Luebben",2020-08-14,"nanoFix GPS Pathtrack",2.2,32.5,53.3,30.1,"","",3,"forest",NA,31.16666667,32,NA,NA,NA,NA,NA,NA,0.6018,"not uploaded yet","A167631/21625","published soon",60,0.609756097560976,6.76923076923077,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.22,31,52.1,29.3,"","",5,"forest",NA,73.43333333,74,NA,NA,NA,NA,NA,NA,6.58321,"not uploaded yet","A167575/21626","published soon",60,0.595009596928983,7.16129032258065,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9649002,13.9545971,"Spreewald near Luebben",2019-06-04,"nanoFix GPS Pathtrack",2.23,34.2,54,30.5,"","",3,"forest",8.4,NA,8.4,NA,NA,NA,NA,6.3506,NA,NA,"not uploaded yet","A150029/21532","published soon",60,0.633333333333333,6.52046783625731,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.983133,14.122367,"Spreewald near Luebben",2020-08-08,"nanoFix GPS Pathtrack",2.23,29.5,54.1,29.3,"","",5,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not uploaded yet","A167615/21606","published soon",60,0.545286506469501,7.55932203389831,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9993802,13.9359319,"Spreewald near Luebben",2019-06-20,"nanoFix GPS Pathtrack",2.25,30.89,53.5,30.4,"","",2,"forest",111.4833333,20.08333333,111.4833333,NA,NA,NA,NA,6.65875,NA,1.55652,"not uploaded yet","A156124/21610","published soon",60,0.577383177570093,7.28391065069602,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9993802,13.9359319,"Spreewald near Luebben",2019-06-20,"nanoFix GPS Pathtrack",2.25,27.7,53.04,27.5,"","",4,"forest",108.4,NA,108.4,NA,NA,NA,NA,1.83882,NA,NA,"not uploaded yet","A156127/21539","published soon",60,0.522247360482655,8.12274368231047,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","subadult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.25,27.1,52.7,25.3,"","",3,"forest",NA,36.63333333,37,NA,NA,NA,NA,NA,NA,5.00091,"not uploaded yet","A167582/21527","published soon",60,0.514231499051233,8.30258302583026,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.983,14.07975,"Spreewald near Luebben",2020-08-08,"nanoFix GPS Pathtrack",2.25,39.7,53.4,38.5,"","",3,"forest",NA,33.21666667,33,NA,NA,NA,NA,NA,NA,0.84477,"not uploaded yet","A167612/21574","published soon",60,0.743445692883895,5.66750629722922,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","subadult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.29,25.3,53,24.1,"","",3,"forest",NA,32.28333333,32,NA,NA,NA,NA,NA,NA,4.83421,"not uploaded yet","A167579/21624","published soon",60,0.477358490566038,9.05138339920949,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","subadult",51.983,14.07975,"Spreewald near Luebben",2020-08-08,"nanoFix GPS Pathtrack",2.29,28.6,55.3,26.6,"","",6,"forest",NA,48.41666667,48,NA,NA,NA,NA,NA,NA,6.96344,"not uploaded yet","A167609/21546","published soon",60,0.517179023508137,8.00699300699301,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",52.0006081,14.0192631,"Spreewald near Luebben",2019-06-14,"nanoFix GPS Pathtrack",2.3,29,53.5,27.6,"","",3,"forest",-5.7,19.5,-5.7,NA,NA,NA,NA,8.64396,NA,0.70665,"not uploaded yet","A156122/21606","published soon",60,0.542056074766355,7.93103448275862,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9650731,14.0149873,"Spreewald near Luebben",2019-06-14,"nanoFix GPS Pathtrack",2.3,25.3,54.4,24.7,"","",3,"forest",33.48333333,27.83333333,33.48333333,NA,NA,NA,NA,5.9247,NA,3.20726,"not uploaded yet","A156000/21527","published soon",60,0.465073529411765,9.09090909090909,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9982843,13.9303073,"Spreewald near Luebben",2019-06-17,"nanoFix GPS Pathtrack",2.3,28.4,55,29.6,"","",5,"forest",122.4333333,NA,122.4333333,NA,NA,NA,NA,2.51524,NA,NA,"not uploaded yet","A142027/21562","published soon",60,0.516363636363636,8.09859154929578,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9982843,13.9303073,"Spreewald near Luebben",2019-06-17,"nanoFix GPS Pathtrack",2.3,28.3,54.1,29.1,"","",3,"forest",114.5166667,19.95,114.5166667,NA,NA,NA,NA,7.14071,NA,2.65073,"not uploaded yet","A142026/21529","published soon",60,0.523105360443623,8.12720848056537,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,29.3,54.9,26.5,"","",8,"forest",17.61666667,NA,17.61666667,NA,NA,NA,NA,5.41209,NA,NA,"not uploaded yet","A157082/21626","published soon",60,0.533697632058288,7.84982935153583,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,28,54.9,26.2,"","",4,"forest",10.51666667,12.33333333,10.51666667,NA,NA,NA,NA,8.36757,NA,7.28504,"not uploaded yet","A157083/21625","published soon",60,0.510018214936248,8.21428571428571,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,29.4,55.4,27.4,"","",3,"forest",29.63333333,NA,29.63333333,NA,NA,NA,NA,6.79792,NA,NA,"not uploaded yet","A156119/21604","published soon",60,0.530685920577617,7.82312925170068,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,30.4,53.1,29.3,"","",4,"forest",10.56666667,13.36666667,10.56666667,NA,NA,NA,NA,2.28885,NA,4.66359,"not uploaded yet","A150128/21566","published soon",60,0.572504708097928,7.56578947368421,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,30.2,53,28.8,"","",2,"forest",11.58333333,12.3,11.58333333,NA,NA,NA,NA,13.33779,NA,5.39264,"not uploaded yet","A156118/21562","published soon",60,0.569811320754717,7.6158940397351,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.9652933,14.0267549,"Spreewald near Luebben",2019-08-05,"nanoFix GPS Pathtrack",2.3,26,53.3,25,"","",2,"forest",10.65,NA,10.65,NA,NA,NA,NA,1.66483,NA,NA,"not uploaded yet","A157087/21610","published soon",60,0.487804878048781,8.84615384615384,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",52.0036582,13.9867688,"Spreewald near Luebben",2019-08-12,"nanoFix GPS Pathtrack",2.3,36.2,52.9,NA,"","",10,"forest",6.283333333,5.316666667,6.283333333,NA,NA,NA,NA,2.28597,NA,3.78803,"not uploaded yet","A148250/21546","",60,0.684310018903592,6.35359116022099,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","subadult",51.9653974,14.0276752,"Spreewald near Luebben",2019-08-12,"nanoFix GPS Pathtrack",2.3,26.3,54.1,23.1,"","",10,"forest",160.5333333,NA,160.5333333,NA,NA,NA,NA,3.79315,NA,NA,"not uploaded yet","A160839/21606","published soon",60,0.486136783733826,8.74524714828897,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9652605,13.9388264,"Spreewald near Luebben",2019-08-13,"nanoFix GPS Pathtrack",2.3,33.2,52.1,28.7,"","",8,"forest",1.033333333,-28,1.033333333,NA,NA,NA,NA,2.42911,NA,4.80358,"not uploaded yet","A157032/21549","published soon",60,0.637236084452975,6.92771084337349,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9648777,13.9546142,"Spreewald near Luebben",2019-08-13,"nanoFix GPS Pathtrack",2.3,32.3,52.2,29.1,"","",2,"forest",5.95,NA,5.95,NA,NA,NA,NA,4.32255,NA,NA,"not uploaded yet","A160848/21604","published soon",60,0.618773946360153,7.12074303405573,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9685183,13.9578077,"Spreewald near Luebben",2019-08-13,"nanoFix GPS Pathtrack",2.3,34.2,55.7,31.6,"","",8,"forest",-3.95,-31.86666667,-3.95,NA,NA,NA,NA,2.22811,NA,1.97761,"not uploaded yet","A156052/21519","published soon",60,0.614003590664273,6.72514619883041,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.987013,14.086176,"Spreewald near Luebben",2020-06-02,"nanoFix GPS Pathtrack",2.3,27.5,53.8,27.5,"","",3,"forest",NA,27.15,27,NA,NA,NA,NA,NA,NA,11.09529,"not uploaded yet","A165463/21715","published soon",60,0.511152416356877,8.36363636363636,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.978145,14.09377,"Spreewald near Luebben",2020-06-02,"nanoFix GPS Pathtrack",2.3,32.6,55,29.1,"","",9,"forest",NA,6.233333333,6,NA,NA,NA,NA,NA,NA,3.98087,"not uploaded yet","A152552/21723","published soon",60,0.592727272727273,7.05521472392638,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.999038,14.105436,"Spreewald near Luebben",2020-06-04,"nanoFix GPS Pathtrack",2.3,26.5,51.1,24.1,"","",4,"forest",NA,-12.75,-13,NA,NA,NA,NA,NA,NA,2.63359,"not uploaded yet","A165465/21803","published soon",60,0.518590998043053,8.67924528301887,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.3,26,54.4,25.8,"","",6,"forest",NA,34.11666667,34,NA,NA,NA,NA,NA,NA,2.93565,"not uploaded yet","A165469/21716","published soon",60,0.477941176470588,8.84615384615384,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.3,25.5,53.1,25.9,"","",6,"forest",NA,28.21666667,28,NA,NA,NA,NA,NA,NA,4.49272,"not uploaded yet","A165470/21546","published soon",60,0.480225988700565,9.01960784313725,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.3,26.5,52.5,26,"","",3,"forest",NA,41.03333333,41,NA,NA,NA,NA,NA,NA,3.56708,"not uploaded yet","A165473/21574","published soon",60,0.504761904761905,8.67924528301887,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.99528,14.096073,"Spreewald near Luebben",2020-06-08,"nanoFix GPS Pathtrack",2.3,26.5,55.6,NA,"","",3,"forest",NA,10.6,11,NA,NA,NA,NA,NA,NA,1.71889,"not uploaded yet","A165477/21725","",60,0.476618705035971,8.67924528301887,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.983806,14.129301,"Spreewald near Luebben",2020-06-09,"nanoFix GPS Pathtrack",2.3,24.1,53.8,NA,"","",15,"forest",NA,14.65,15,NA,NA,NA,NA,NA,NA,3.92875,"not uploaded yet","A165480/21532","",60,0.447955390334573,9.54356846473029,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.976808,14.095542,"Spreewald near Luebben",2020-06-11,"nanoFix GPS Pathtrack",2.3,29,53.5,30,"","",5,"forest",NA,-0.816666667,-1,NA,NA,NA,NA,NA,NA,2.59871,"not uploaded yet","A165493/21761","published soon",60,0.542056074766355,7.93103448275862,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.3,27.2,52.2,26.2,"","",5,"forest",NA,70.38333333,70,NA,NA,NA,NA,NA,NA,7.36165,"not uploaded yet","A167578/21529","published soon",60,0.521072796934866,8.45588235294118,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.3,31.6,52.5,28,"","",4,"forest",NA,68.56666667,69,NA,NA,NA,NA,NA,NA,4.36117,"not uploaded yet","A167580/21532","published soon",60,0.601904761904762,7.27848101265823,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.968295,14.099954,"Spreewald near Luebben",2020-08-14,"nanoFix GPS Pathtrack",2.3,27.1,52,26.8,"","",3,"forest",NA,31.06666667,31,NA,NA,NA,NA,NA,NA,3.49573,"not uploaded yet","A167632/21532","published soon",60,0.521153846153846,8.48708487084871,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.35,30.5,56,31,"","",8,"forest",NA,22.36666667,22,NA,NA,NA,NA,NA,NA,2.22495,"not uploaded yet","A167577/21768","published soon",60,0.544642857142857,7.70491803278689,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","female","adult",51.983133,14.122367,"Spreewald near Luebben",2020-08-08,"nanoFix GPS Pathtrack",2.35,28.7,53.6,28.3,"","",3,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not uploaded yet","A167614/21761","published soon",60,0.53544776119403,8.18815331010453,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","subadult",51.98635,14.117483,"Spreewald near Luebben",2020-08-03,"nanoFix GPS Pathtrack",2.36,25.7,52,25.1,"","",3,"forest",NA,57.58333333,58,NA,NA,NA,NA,NA,NA,9.95241,"not uploaded yet","A167574/21725","published soon",60,0.494230769230769,9.18287937743191,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.9691627,13.9400545,"Spreewald near Luebben",2019-06-04,"nanoFix GPS Pathtrack",2.4,27.8,53.4,25.8,"","",3,"forest",9.316666667,5.3,9.316666667,NA,NA,NA,NA,3.35331,NA,3.74357,"not uploaded yet","A156069/21596","published soon",60,0.52059925093633,8.63309352517986,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.987013,14.086176,"Spreewald near Luebben",2020-06-02,"nanoFix GPS Pathtrack",2.4,28.3,53.5,27.9,"","",3,"forest",NA,29.2,29,NA,NA,NA,NA,NA,NA,8.53285,"not uploaded yet","A165461/21768","published soon",60,0.528971962616822,8.48056537102473,"5 to < 10 %"
"Reusch","Wind energy production in forests conflicts with tree-roosting bats","Nyctalus noctula","male","adult",51.994311,14.106929,"Spreewald near Luebben",2020-06-05,"nanoFix GPS Pathtrack",2.4,28.3,52.1,26.8,"","",3,"forest",NA,15.28333333,15,NA,NA,NA,NA,NA,NA,0.45621,"not uploaded yet","A165467/21762","published soon",60,0.543186180422265,8.48056537102473,"5 to < 10 %"
