date;species_german;species;number;tolerance_no;sex;age;bodymass;forearm; 5th_finger ;epiphyseal_joints;activity;testicles;epididymis;teats;ring_type;ring_no;ring_no_initially;ring_position;relatives;GPS_unit;location;box_type;box_no;type_of_occurrence_general;type_of_occurrence_special;observation_type;evidence_type;x_lim;y_lim;tolerance_xy;district;federal_state;ringer;data_unclear;comment;editing_stauts;shipment_Dresden
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24;53.3;;3;;;;;N;A137096;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;52.2;;2;;;;;N;A137097;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;53.4;;2;;;;;N;A137098;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;53.8;;2;;;;;N;A137099;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26.5;53.4;;2;;;;;N;A137100;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;54.4;;3;;;;;N;A137101;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
17.07.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;52.2;;;1;;;;eWdf.;A137337;;;;;Fledermauskastenrevier Prieros;;28;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26;53;;2;;;;;N;A137102;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;28;53.4;;2;;;;;N;A137103;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;53;;1;;;;;N;A137351;;;;;Fledermauskastenrevier Prieros;;19;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27;54.3;;2;;;;;N;A137104;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26;51.5;;2;;;;;N;A137105;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;54.2;;2;;;;;N;A137106;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25;53.6;;2;;;;;N;A137107;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27;54.1;;2;;;;;N;A137108;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25;53.5;;2;;;;;N;A137109;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27.5;53.4;;2;;;;;N;A137110;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27.5;53.4;;2;;;;;N;A137111;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27;53.6;;2;;;;;N;A137112;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;54.5;;;;;;;eWdf.;A137382;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;53.6;;2;;;;;N;A137113;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;49.8;;2;;;;;N;A137114;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
25.04.2019;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;54.9;;;;;;;eWdf.;A143511;;;;;Fledermauskastenrevier Dolgensee;;45;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;;415059;5788452;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26.5;54.2;;2;;;;;N;A137115;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;52.5;;2;;;;;N;A137116;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27;53.7;;2;;;;;N;A137117;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;24.5;52.1;;2;;;;;N;A137118;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;28.5;52.9;;;;;;;eWdf.;A143552;;1;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26.5;54.3;;2;;;;;N;A137119;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;23.5;52;;2;;;;;N;A137120;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;53.3;;;;;;;N;A143570;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27;55.3;;2;;;;;N;A137121;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;27.5;53.3;;2;;;;;N;A137122;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;53.4;;2;;;;;N;A137123;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24;52.5;;2;;;;;N;A137124;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;52.5;;2;;;;;N;A137125;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27.5;53.2;;2;;;;;N;A137126;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25;54.2;;2;;;;;N;A137127;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;53.6;;2;;;;;N;A137128;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;53.9;;2;;;;;N;A137129;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;53.2;;2;;;;;N;A137130;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;53;;3;;;;;N;A137131;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
18.04.2019;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;55.5;;;;;;;eWdf.;A143582;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
16.03.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;55.7;;;;;;;eWdf.;A143620;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;52.6;;2;;;;;N;A137132;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26.5;52.3;;2;;;;;N;A137133;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;24.5;51.9;;2;;;;;N;A137134;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27;51.7;;2;;;;;N;A137135;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26;52.2;;2;;;;;N;A137136;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26.5;53;;2;;;;;N;A137137;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
16.03.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;54.2;;;;;;;N;A143657;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;28.5;54.2;;;;;;;N;A144551;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;54.9;;;;;;;N;A144566;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;54.4;;2;;;;;N;A137138;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;53;;;;;;;N;A144569;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;28.5;53.3;;;;;;;N;A144575;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
17.07.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;52.3;;;1;;;;eWdf.;A144580;;;;;Fledermauskastenrevier Prieros;;28;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24.5;53.4;;2;;;;;N;A137139;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;54.3;;;;;;;N;A144590;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25.5;53.2;;2;;;;;N;A137140;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26;50.3;;2;;;;;N;A137141;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25;53.5;;2;;;;;N;A137142;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;25;52.7;;2;;;;;N;A137143;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;24.5;51.9;;2;;;;;N;A137144;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27.5;54.2;;2;;;;;N;A137145;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;52.7;;;;;;;N;A169102;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;28.5;52.7;;;;;;;N;A169104;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26.5;54.3;;2;;;;;N;A137146;;;;;Fledermauskastenrevier Prieros;;41;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;28.5;52.4;;;;;;;N;A169108;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
11.07.2019;Abendsegler;Nyctalus noctula;1;genau;m;ad.;28.5;53.2;;;;;;;eWdf.;A90310;;;;;Fledermauskastenrevier Prieros;;10;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26;53.8;;2;;;;;N;A137147;;;;;Fledermauskastenrevier Prieros;;48;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;51.3;;2;;;;;N;A137148;;;;;Fledermauskastenrevier Prieros;;48;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.08.2016;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26.5;52.9;;2;;;;;N;A137149;;;;;Fledermauskastenrevier Prieros;;48;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
