date;species_german;species;number;tolerance_no;sex;age;bodymass;forearm; 5th_finger ;epiphyseal_joints;activity;testicles;epididymis;teats;ring_type;ring_no;ring_no_initially;ring_position;relatives;GPS_unit;location;box_type;box_no;type_of_occurrence_general;type_of_occurrence_special;observation_type;evidence_type;x_lim;y_lim;tolerance_xy;district;federal_state;ringer;data_unclear;comment;editing_stauts;shipment_Dresden
04.04.2019;Abendsegler;Nyctalus noctula;1;genau;m;ad.;x;55;;;;;;;eWdf.;A123272;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;34.5;45.6;;;;;;;eWdf.;A169106;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;41;54.9;;;1;;;;eWdf.;A132636;;;;;Fledermauskastenrevier Prieros;;19;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25.5;51.9;;;;;;;N;A106302;;;;;Fledermauskastenrevier Prieros;;38;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;28;53.9;;;;;;;N;A106303;;;;;Fledermauskastenrevier Prieros;;38;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;41;55.5;;;;;;;eWdf.;A137742;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;40;56;;;;;;;N;A95458;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39.5;55.6;;;;;;;N;A144570;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26.5;53.8;;;;;;;N;A106305;;;;;Fledermauskastenrevier Prieros;;14;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39.5;55.8;;;;;;;N;A144578;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25;50.8;;;;;;;N;A106306;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39.5;55.3;;;;;;;eWdf.;A93736;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26;53.3;;;;;;;N;A106307;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;f;juv.;26;53.3;;;;;;;N;A106308;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39;53.7;;5;;;;;eWdf.;A123163;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;26;51.7;;;;;;;N;A106309;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39;55.6;;;1;;;;eWdf.;A132524;;;;;Fledermauskastenrevier Prieros;;9;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;f;juv.;23;52.8;;;;;;;N;A106310;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;25;53.6;;;;;;;N;A106311;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27;53.3;;;;;;;N;A106312;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;23;51.4;;;;;;;N;A106313;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39;52.7;;;;;;;eWdf.;A137023;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;m;juv.;27.5;55.3;;;;;;;N;A106314;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
24.08.2020;Abendsegler;Nyctalus noctula;1;genau;f;juv.;24;53.3;;;;;;;N;A106315;;;;;Fledermauskastenrevier Prieros;;8;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39;53.9;;;;;;;eWdf.;A137152;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;39;55.8;;;;;;;eWdf.;A137359;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38.8;52;;;1;;;;eWdf.;A132640;;;;;Fledermauskastenrevier Prieros;;33;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38.5;55.3;;;1;;;;eWdf.;A123139;;;;;Fledermauskastenrevier Prieros;;19;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38.5;55.1;;;;;;;eWdf.;A93836;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38.5;53.4;;;;;;;N;A95453;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38;56.8;;;;;;;N;A112188;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
09.07.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38;54.4;;5;1;;;3;N;A132558;;;;;Fledermauskastenrevier Prieros;;16;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38;52.5;;;;;;;eWdf.;A137028;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38;54.2;;;;;;;N;A144556;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;38;55.5;;;;;;;eWdf.;A90486;;;;;Fledermauskastenrevier Prieros;;44;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.8;53;;;1;;;;eWdf.;A132652;;;;;Fledermauskastenrevier Prieros;;26;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.6;52;;;1;;;;eWdf.;A137319;;;;;Fledermauskastenrevier Prieros;;9;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.5;54;;;1;;;;eWdf.;A132584;;;;;Fledermauskastenrevier Prieros;;23;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.5;54.8;;;;;;;eWdf.;A132636;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.5;53.4;;;;;;;eWdf.;A173042;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.5;53.2;;;;;;;N;A95474;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.4;54;;;1;;;;eWdf.;A132583;;;;;Fledermauskastenrevier Prieros;;26;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37.3;56.9;;;1;;;;eWdf.;A143657;;;;;Fledermauskastenrevier Prieros;;9;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;55.6;;5;;;;;eWdf.;A123139;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;37;55.6;;5;;;;;N;A123292;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *68 ;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;37;53.2;;5;;;;;eWdf.;A123298;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;55;;1;;;;;eWdf.;A132542;;1;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Sendertier (Foto);04.10.2017;06.12.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;54.3;;;;;;;eWdf.;A132579;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;54.5;;;;;;;eWdf.;A132597;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
23.05.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;53.7;;;1;;;;eWdf.;A132628;;;;;Fledermauskastenrevier Prieros;;19;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;55;;;;;;;eWdf.;A137138;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;54.6;;;;;;;eWdf.;A137349;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;53.7;;;;;;;eWdf.;A143548;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;53.1;;;;;;;eWdf.;A143710;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;54.4;;;;;;;N;A144554;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;55.1;;;;;;;N;A144563;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;52.2;;;;;;;N;A95457;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;37;54.3;;;;;;;N;A95472;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36.5;55.8;;;;;;;N;A112034;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;47;;;;;;;N;A112045;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;55.8;;;;;;;N;A112056;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36.5;54.7;;5;1;2;3;;N;A123097;;;;;Fledermauskastenrevier Prieros;;35;Ruhestätte;Männchenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;54.9;;;;;;;eWdf.;A123139;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;57.2;;5;3;;;;N;A123144;;;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;54.5;;;;;;;eWdf.;A123245;;1;;;Fledermauskastenrevier Prieros;;38;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36.5;55.3;;5;;;;;N;A123290;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *66 ;19.01.2017;19.01.2017
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;55.7;;5;1;;;2;eWdf.;A132524;;1;;402;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;150,006;19.01.2017;19.01.2017
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;53.3;;;;;;;eWdf.;A132564;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.08.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;54.4;;1;1;;;3;eWdf.;A132601;;1;;;Fledermauskastenrevier Prieros;;13;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;36.5;55.4;;5;1;2;3;;N;A132742;;;;;Fledermauskastenrevier Prieros;;28;Ruhestätte;Männchenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;55.6;;;;;;;N;A143586;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
01.06.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;36.5;54.5;;;;;;;N;A95454;;;;;Fledermauskastenrevier Dolgensee;;4;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;415059;5788452;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
