first.author;title;species;sex;age;lat;lon;study.location;study.date;tag.type;tag.mass;body.mass;forearm;body.mass.recap;date.retrieval;time.retieval;duration;landscape ;emergence.firstnight;emergence.secondnight;em.both;flight.duration.firstnight;flight.duration.secondnight;fd.both;travelled.distance.firstnight;max.distance.roost.firstnight;travelled.distance.secondnight;max.distance.roost.secondnight;health.problems;repository;ID.bat/tag;comment;scheduled_timeinterval_s
Roeleke;Insectivorous bats form mobile sensory networks to optimize prey localization:;Nyctalus noctula;female;adult;53.348847;13.777486;Dedelow Uckermark;12.05.2018;ATLAS, TAU;1.35;33;55.7;NA;;;NA;farmland;13;20;13;121;28;121;31;5.4;8;2.5;no;movebank, 1285310500;2036;;8
Roeleke;Insectivorous bats form mobile sensory networks to optimize prey localization:;Nyctalus noctula;female;adult;53.348847;13.777486;Dedelow Uckermark;12.05.2018;ATLAS, TAU;1.35;31.5;55.5;NA;;;NA;farmland;17;NA;17;37;NA;37;8;2.8;NA;NA;no;movebank, 1285310501;2040;;8
Roeleke;Insectivorous bats form mobile sensory networks to optimize prey localization:;Nyctalus noctula;female;adult;53.348847;13.777486;Dedelow Uckermark;12.05.2018;ATLAS, TAU;1.35;34.5;53.4;NA;;;NA;farmland;30;42;30;59;60;59;11;3.1;10;2.6;no;movebank, 1285310502;2042;;8
Roeleke;Insectivorous bats form mobile sensory networks to optimize prey localization:;Nyctalus noctula;female;adult;53.348847;13.777486;Dedelow Uckermark;12.05.2018;ATLAS, TAU;1.35;34;56.3;NA;;;NA;farmland;17;NA;17;75;NA;75;15;3.9;NA;NA;no;movebank, 1285310503;2044;;8
Reusch;unpublished;Nyctalus noctula;female;subadult;52.441123;11.192462;Calvoerde Saxony-Anhalt;26.07.2019;nanoFix GPS Pathtrack;1.55;26.9;55.9;26.6;;;6;farmland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;not uploaded yet;A131623/21337;not published;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.1;30.4;53.9;29.1;;;7;forest;10.61666667;NA;10.61666667;NA;NA;NA;NA;2.60343;NA;NA;no;not uploaded yet;A157085/21527;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9531384;14.0071972;Spreewald near Luebben;12.08.2019;nanoFix GPS Pathtrack;2.1;36.7;53;31.6;;;7;forest;71.5;NA;71.5;NA;NA;NA;NA;2.54904;NA;NA;no;not uploaded yet;A160822/21593;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.977371;14.085834;Spreewald near Luebben;25.05.2020;nanoFix GPS Pathtrack;2.1;27.4;53.9;27;;;8;forest;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;not uploaded yet;A165458/21527;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.983806;14.129301;Spreewald near Luebben;09.06.2020;nanoFix GPS Pathtrack;2.1;24.5;52.4;24;;;6;forest;NA;7.683333333;8;NA;NA;NA;NA;NA;NA;7.07695;no;not uploaded yet;A165479/21606;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;subadult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.17;26.1;52.4;24.7;;;10;forest;NA;26.88333333;27;NA;NA;NA;NA;NA;NA;1.75053;no;not uploaded yet;A167581/21519;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9649002;13.9545971;Spreewald near Luebben;04.06.2019;nanoFix GPS Pathtrack;2.2;28.2;53.9;NA;;;4;forest;15.46666667;23.43333333;15.46666667;NA;NA;NA;NA;6.80955;NA;6.66322;no;not uploaded yet;A156114/21551;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9556245;13.9496216;Spreewald near Luebben;04.06.2019;nanoFix GPS Pathtrack;2.2;29.1;52.85;NA;;;2;forest;7.5;-18.46666667;7.5;NA;NA;NA;NA;0.71618;NA;1.71835;no;not uploaded yet;A148302/21626;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9691627;13.9400545;Spreewald near Luebben;04.06.2019;nanoFix GPS Pathtrack;2.2;28;53.1;26.05;;;9;forest;2.316666667;13.31666667;2.316666667;NA;NA;NA;NA;4.11208;NA;4.58692;no;not uploaded yet;A156116/21624;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.2;32.2;52.6;NA;;;14;forest;14.61666667;NA;14.61666667;NA;NA;NA;NA;4.77612;NA;NA;no;not uploaded yet;A157084/21529;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.2;26.5;53.3;25.6;;;2;forest;11.6;70.26666667;11.6;NA;NA;NA;NA;8.93506;NA;7.6094;no;not uploaded yet;A157086/21551;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.2;31.3;53.3;29.8;;;4;forest;10.46666667;12.18333333;10.46666667;NA;NA;NA;NA;5.62975;NA;2.14272;no;not uploaded yet;A144187/21624;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;02.06.2020;nanoFix GPS Pathtrack;2.2;25.2;52.6;25.9;;;3;forest;NA;-1.95;-2;NA;NA;NA;NA;NA;NA;2.7082;no;not uploaded yet;A165462/21529;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.2;25.1;53.6;24.4;;;4;forest;NA;53.18333333;54;NA;NA;NA;NA;NA;NA;2.66765;no;not uploaded yet;A165471/21551;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.2;27.9;53.8;26.3;;;3;forest;NA;41.1;41;NA;NA;NA;NA;NA;NA;8.84074;no;not uploaded yet;A165474/21562;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994164;14.097129;Spreewald near Luebben;08.06.2020;nanoFix GPS Pathtrack;2.2;27.5;53.7;28;;;3;forest;NA;4.25;4;NA;NA;NA;NA;NA;NA;1.99317;no;not uploaded yet;A165475/21626;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.983806;14.129301;Spreewald near Luebben;09.06.2020;nanoFix GPS Pathtrack;2.2;26.5;52.2;NA;;;8;forest;NA;16.76666667;17;NA;NA;NA;NA;NA;NA;1.53547;no;not uploaded yet;A165478/21519;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.968295;14.099954;Spreewald near Luebben;14.08.2020;nanoFix GPS Pathtrack;2.2;32.5;53.3;30.1;;;3;forest;NA;31.16666667;32;NA;NA;NA;NA;NA;NA;0.6018;no;not uploaded yet;A167631/21625;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.22;31;52.1;29.3;;;5;forest;NA;73.43333333;74;NA;NA;NA;NA;NA;NA;6.58321;no;not uploaded yet;A167575/21626;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9649002;13.9545971;Spreewald near Luebben;04.06.2019;nanoFix GPS Pathtrack;2.23;34.2;54;30.5;;;3;forest;8.4;NA;8.4;NA;NA;NA;NA;6.3506;NA;NA;no;not uploaded yet;A150029/21532;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.983133;14.122367;Spreewald near Luebben;08.08.2020;nanoFix GPS Pathtrack;2.23;29.5;54.1;29.3;;;5;forest;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;not uploaded yet;A167615/21606;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9993802;13.9359319;Spreewald near Luebben;20.06.2019;nanoFix GPS Pathtrack;2.25;30.89;53.5;30.4;;;2;forest;111.4833333;20.08333333;111.4833333;NA;NA;NA;NA;6.65875;NA;1.55652;no;not uploaded yet;A156124/21610;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9993802;13.9359319;Spreewald near Luebben;20.06.2019;nanoFix GPS Pathtrack;2.25;27.7;53.04;27.5;;;4;forest;108.4;NA;108.4;NA;NA;NA;NA;1.83882;NA;NA;no;not uploaded yet;A156127/21539;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;subadult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.25;27.1;52.7;25.3;;;3;forest;NA;36.63333333;37;NA;NA;NA;NA;NA;NA;5.00091;no;not uploaded yet;A167582/21527;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.983;14.07975;Spreewald near Luebben;08.08.2020;nanoFix GPS Pathtrack;2.25;39.7;53.4;38.5;;;3;forest;NA;33.21666667;33;NA;NA;NA;NA;NA;NA;0.84477;no;not uploaded yet;A167612/21574;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;subadult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.29;25.3;53;24.1;;;3;forest;NA;32.28333333;32;NA;NA;NA;NA;NA;NA;4.83421;no;not uploaded yet;A167579/21624;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;subadult;51.983;14.07975;Spreewald near Luebben;08.08.2020;nanoFix GPS Pathtrack;2.29;28.6;55.3;26.6;;;6;forest;NA;48.41666667;48;NA;NA;NA;NA;NA;NA;6.96344;no;not uploaded yet;A167609/21546;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;52.0006081;14.0192631;Spreewald near Luebben;14.06.2019;nanoFix GPS Pathtrack;2.3;29;53.5;27.6;;;3;forest;-5.7;19.5;-5.7;NA;NA;NA;NA;8.64396;NA;0.70665;no;not uploaded yet;A156122/21606;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9650731;14.0149873;Spreewald near Luebben;14.06.2019;nanoFix GPS Pathtrack;2.3;25.3;54.4;24.7;;;3;forest;33.48333333;27.83333333;33.48333333;NA;NA;NA;NA;5.9247;NA;3.20726;no;not uploaded yet;A156000/21527;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9982843;13.9303073;Spreewald near Luebben;17.06.2019;nanoFix GPS Pathtrack;2.3;28.4;55;29.6;;;5;forest;122.4333333;NA;122.4333333;NA;NA;NA;NA;2.51524;NA;NA;no;not uploaded yet;A142027/21562;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9982843;13.9303073;Spreewald near Luebben;17.06.2019;nanoFix GPS Pathtrack;2.3;28.3;54.1;29.1;;;3;forest;114.5166667;19.95;114.5166667;NA;NA;NA;NA;7.14071;NA;2.65073;no;not uploaded yet;A142026/21529;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;29.3;54.9;26.5;;;8;forest;17.61666667;NA;17.61666667;NA;NA;NA;NA;5.41209;NA;NA;no;not uploaded yet;A157082/21626;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;28;54.9;26.2;;;4;forest;10.51666667;12.33333333;10.51666667;NA;NA;NA;NA;8.36757;NA;7.28504;no;not uploaded yet;A157083/21625;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;29.4;55.4;27.4;;;3;forest;29.63333333;NA;29.63333333;NA;NA;NA;NA;6.79792;NA;NA;no;not uploaded yet;A156119/21604;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;30.4;53.1;29.3;;;4;forest;10.56666667;13.36666667;10.56666667;NA;NA;NA;NA;2.28885;NA;4.66359;no;not uploaded yet;A150128/21566;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;30.2;53;28.8;;;2;forest;11.58333333;12.3;11.58333333;NA;NA;NA;NA;13.33779;NA;5.39264;no;not uploaded yet;A156118/21562;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.9652933;14.0267549;Spreewald near Luebben;05.08.2019;nanoFix GPS Pathtrack;2.3;26;53.3;25;;;2;forest;10.65;NA;10.65;NA;NA;NA;NA;1.66483;NA;NA;no;not uploaded yet;A157087/21610;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;52.0036582;13.9867688;Spreewald near Luebben;12.08.2019;nanoFix GPS Pathtrack;2.3;36.2;52.9;NA;;;10;forest;6.283333333;5.316666667;6.283333333;NA;NA;NA;NA;2.28597;NA;3.78803;no;not uploaded yet;A148250/21546;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;subadult;51.9653974;14.0276752;Spreewald near Luebben;12.08.2019;nanoFix GPS Pathtrack;2.3;26.3;54.1;23.1;;;10;forest;160.5333333;NA;160.5333333;NA;NA;NA;NA;3.79315;NA;NA;no;not uploaded yet;A160839/21606;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9652605;13.9388264;Spreewald near Luebben;13.08.2019;nanoFix GPS Pathtrack;2.3;33.2;52.1;28.7;;;8;forest;1.033333333;-28;1.033333333;NA;NA;NA;NA;2.42911;NA;4.80358;no;not uploaded yet;A157032/21549;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9648777;13.9546142;Spreewald near Luebben;13.08.2019;nanoFix GPS Pathtrack;2.3;32.3;52.2;29.1;;;2;forest;5.95;NA;5.95;NA;NA;NA;NA;4.32255;NA;NA;no;not uploaded yet;A160848/21604;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9685183;13.9578077;Spreewald near Luebben;13.08.2019;nanoFix GPS Pathtrack;2.3;34.2;55.7;31.6;;;8;forest;-3.95;-31.86666667;-3.95;NA;NA;NA;NA;2.22811;NA;1.97761;no;not uploaded yet;A156052/21519;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.987013;14.086176;Spreewald near Luebben;02.06.2020;nanoFix GPS Pathtrack;2.3;27.5;53.8;27.5;;;3;forest;NA;27.15;27;NA;NA;NA;NA;NA;NA;11.09529;no;not uploaded yet;A165463/21715;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.978145;14.09377;Spreewald near Luebben;02.06.2020;nanoFix GPS Pathtrack;2.3;32.6;55;29.1;;;9;forest;NA;6.233333333;6;NA;NA;NA;NA;NA;NA;3.98087;no;not uploaded yet;A152552/21723;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.999038;14.105436;Spreewald near Luebben;04.06.2020;nanoFix GPS Pathtrack;2.3;26.5;51.1;24.1;;;4;forest;NA;-12.75;-13;NA;NA;NA;NA;NA;NA;2.63359;no;not uploaded yet;A165465/21803;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.3;26;54.4;25.8;;;6;forest;NA;34.11666667;34;NA;NA;NA;NA;NA;NA;2.93565;no;not uploaded yet;A165469/21716;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.3;25.5;53.1;25.9;;;6;forest;NA;28.21666667;28;NA;NA;NA;NA;NA;NA;4.49272;no;not uploaded yet;A165470/21546;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.3;26.5;52.5;26;;;3;forest;NA;41.03333333;41;NA;NA;NA;NA;NA;NA;3.56708;no;not uploaded yet;A165473/21574;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.99528;14.096073;Spreewald near Luebben;08.06.2020;nanoFix GPS Pathtrack;2.3;26.5;55.6;NA;;;3;forest;NA;10.6;11;NA;NA;NA;NA;NA;NA;1.71889;no;not uploaded yet;A165477/21725;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.983806;14.129301;Spreewald near Luebben;09.06.2020;nanoFix GPS Pathtrack;2.3;24.1;53.8;NA;;;15;forest;NA;14.65;15;NA;NA;NA;NA;NA;NA;3.92875;no;not uploaded yet;A165480/21532;;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.976808;14.095542;Spreewald near Luebben;11.06.2020;nanoFix GPS Pathtrack;2.3;29;53.5;30;;;5;forest;NA;-0.816666667;-1;NA;NA;NA;NA;NA;NA;2.59871;no;not uploaded yet;A165493/21761;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.3;27.2;52.2;26.2;;;5;forest;NA;70.38333333;70;NA;NA;NA;NA;NA;NA;7.36165;no;not uploaded yet;A167578/21529;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.3;31.6;52.5;28;;;4;forest;NA;68.56666667;69;NA;NA;NA;NA;NA;NA;4.36117;no;not uploaded yet;A167580/21532;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.968295;14.099954;Spreewald near Luebben;14.08.2020;nanoFix GPS Pathtrack;2.3;27.1;52;26.8;;;3;forest;NA;31.06666667;31;NA;NA;NA;NA;NA;NA;3.49573;no;not uploaded yet;A167632/21532;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.35;30.5;56;31;;;8;forest;NA;22.36666667;22;NA;NA;NA;NA;NA;NA;2.22495;no;not uploaded yet;A167577/21768;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;female;adult;51.983133;14.122367;Spreewald near Luebben;08.08.2020;nanoFix GPS Pathtrack;2.35;28.7;53.6;28.3;;;3;forest;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;not uploaded yet;A167614/21761;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;subadult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.36;25.7;52;25.1;;;3;forest;NA;57.58333333;58;NA;NA;NA;NA;NA;NA;9.95241;no;not uploaded yet;A167574/21725;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.9691627;13.9400545;Spreewald near Luebben;04.06.2019;nanoFix GPS Pathtrack;2.4;27.8;53.4;25.8;;;3;forest;9.316666667;5.3;9.316666667;NA;NA;NA;NA;3.35331;NA;3.74357;no;not uploaded yet;A156069/21596;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.987013;14.086176;Spreewald near Luebben;02.06.2020;nanoFix GPS Pathtrack;2.4;28.3;53.5;27.9;;;3;forest;NA;29.2;29;NA;NA;NA;NA;NA;NA;8.53285;no;not uploaded yet;A165461/21768;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;adult;51.994311;14.106929;Spreewald near Luebben;05.06.2020;nanoFix GPS Pathtrack;2.4;28.3;52.1;26.8;;;3;forest;NA;15.28333333;15;NA;NA;NA;NA;NA;NA;0.45621;no;not uploaded yet;A165467/21762;published soon;60
Reusch;Wind energy production in forests conflicts with tree-roosting bats;Nyctalus noctula;male;subadult;51.98635;14.117483;Spreewald near Luebben;03.08.2020;nanoFix GPS Pathtrack;2.4;26;52.8;24.8;;;3;forest;NA;32.6;33;NA;NA;NA;NA;NA;NA;5.47023;no;not uploaded yet;A167584/21762;published soon;60
Roeleke;Habitat use of bats in relation to wind turbines revealed by GPS tracking;Nyctalus noctula;male;adult;53.372703;14.048077;Carmzow Uckermark;09.06.2014;Robin GPS, CellGuide / Lucid;3.4;37;55.5;34.5;;;6;farmland;-10;19;-10;28;58;28;6;1.4;14.2;3.2;no;movebank, 137082593;102175;;30
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;male;adult;52.222985;13.754206;Prieros;02.07.2015;Robin GPS, CellGuide / Lucid;3.4;30.5;53.4;27;;;9;forest;22;NA;22;80;NA;80;24;0.7;NA;NA;NA;movebank,  297041945;A132503;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;female;adult;52.222985;13.754206;Prieros;02.07.2015;Robin GPS, CellGuide / Lucid;3.4;35;54.3;29;;;7;forest;33;NA;33;53;NA;53;15;1.3;NA;NA;NA;movebank,  297041945;A132504;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;male;adult;52.222985;13.754206;Prieros;02.07.2015;Robin GPS, CellGuide / Lucid;3.4;33.5;53;30.5;;;4;forest;298;38;298;17;51;17;6;2.2;14;2.4;NA;movebank,  297041946;A132518;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;male;adult;52.222985;13.754206;Prieros;06.07.2015;Robin GPS, CellGuide / Lucid;3.4;32;52;27.5;;;3;forest;84;55;84;173;12;173;47;2.5;3;0.6;NA;movebank,  297041947;A132536;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;female;adult;52.222985;13.754206;Prieros;16.07.2015;Robin GPS, CellGuide / Lucid;3.4;30;55;33;;;3;forest;27;47;27;117;137;117;44;2.2;46;1.8;NA;movebank,  297041948;A132542;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;male;adult;52.222985;13.754206;Prieros;28.07.2016;Robin GPS, CellGuide / Lucid;3.4;32;52.8;30;30.07.2016;;2;forest;36;NA;36;60;NA;60;21;3.7;NA;NA;NA;movebank,  297041949;A132670;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;female;adult;52.222985;13.754206;Prieros;16.07.2015;Robin GPS, CellGuide / Lucid;3.4;31;54.1;31;;;3;forest;44;58;44;162;112;162;52;4.2;39;3.6;NA;movebank,  297041950;A132704;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;female;adult;52.222985;13.754206;Prieros;11.07.2015;Robin GPS, CellGuide / Lucid;3.4;28;54.3;NA;;;NA;forest;28;NA;28;67;NA;67;21;1.6;NA;NA;NA;movebank,  297041951;A132722;;15
Roeleke;Aerial-hawking bats adjust their use of space to the lunar cycle;Nyctalus noctula;female;adult;52.222985;13.754206;Prieros;11.07.2015;Robin GPS, CellGuide / Lucid;3.4;26.5;53.5;27.5;;;5;forest;26;NA;26;80;NA;80;27;2.1;NA;NA;NA;movebank,  297041952;A132726;;15
Roeleke;Habitat use of bats in relation to wind turbines revealed by GPS tracking;Nyctalus noctula;male;adult;53.372703;14.048077;Carmzow Uckermark;15.06.2014;Robin GPS, CellGuide / Lucid;3.5;31;54.6;32;;;7;farmland;30;NA;30;89;NA;89;19;6.9;NA;NA;no;movebank, 137082593;114922;;30
Roeleke;Habitat use of bats in relation to wind turbines revealed by GPS tracking;Nyctalus noctula;male;adult;53.372703;14.048077;Carmzow Uckermark;15.06.2014;Robin GPS, CellGuide / Lucid;3.5;30.5;54.2;30.5;;;7;farmland;17;8;17;63;75;63;11;4.1;17.6;4.8;no;movebank, 137082593;114801;;30
Roeleke;Habitat use of bats in relation to wind turbines revealed by GPS tracking;Nyctalus noctula;male;adult;53.372703;14.048077;Carmzow Uckermark;15.06.2014;Robin GPS, CellGuide / Lucid;3.5;30.5;53.6;31.5;;;7;farmland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;movebank, 137082593;51574;first flight recorded five days after tagging;30
Reusch;Coastal onshore wind turbines lead to habitat loss for bats in Northern Germany;Nyctalus noctula;female;adult;53.61449;7.398331;Norden Lower Saxony;16.08.2020;Vesper GPS, ASD;3.61;33;54.2;25;;;13;farmland;NA;32.15;32;NA;NA;NA;NA;NA;NA;7.19717;no;not uploaded yet;N3/1B50024E;published;30
Reusch;Coastal onshore wind turbines lead to habitat loss for bats in Northern Germany;Nyctalus noctula;male;adult;53.61449;7.398331;Norden Lower Saxony;15.08.2020;Vesper GPS, ASD;3.61;29;55.1;NA;;;2;farmland;266.1666667;9.416666667;266.1666667;NA;NA;NA;NA;2.3777;NA;6.04499;no;not uploaded yet;N4/1950614E;;30
Reusch;Coastal onshore wind turbines lead to habitat loss for bats in Northern Germany;Nyctalus noctula;male;adult;53.61449;7.398331;Norden Lower Saxony;15.08.2020;Vesper GPS, ASD;3.61;31;50.3;25.5;;;3;farmland;NA;55.3;55;NA;NA;NA;NA;NA;NA;6.47476;no;not uploaded yet;N6/1850784E;published;30
Reusch;Coastal onshore wind turbines lead to habitat loss for bats in Northern Germany;Nyctalus noctula;male;adult;53.5888828;7.4000095;Norden Lower Saxony;27.08.2020;Vesper GPS, ASD;3.61;39;52.3;32.3;;;5;farmland;NA;41.81666667;42;NA;NA;NA;NA;NA;NA;4.08998;no;not uploaded yet;N16/2150024E;published;30
Reusch;Coastal onshore wind turbines lead to habitat loss for bats in Northern Germany;Nyctalus noctula;female;adult;53.5888828;7.4000095;Norden Lower Saxony;27.08.2020;Vesper GPS, ASD;3.69;31.5;54.27;30.5;;;4;farmland;178.4166667;45.4;178.4166667;NA;NA;NA;NA;8.23446;NA;7.11599;no;not uploaded yet;N17/1850714E;published;30
